idnoremp;Seccion18;Division;periodo;intio;pottcag;gppgpa;ocgtot;CONINTER;OTROSG;PEROCU;PEREMU;PMISION;SULPERM;SULSAL;SULTEMP;SULMISION;SULAPRENDIZ;PRESPERM;PRESTEMP;PRESMISION;PRESTA;REMU;PROBRU;VALAGRE;TOTG;idaio;imesetot;inoio;insertot;potpsfr;pompsfr;pohpsfr;potperm;pomperm;pohperm;pottcde;pomtcde;pohtcde;pottmoe;pomtmoe;pohtmoe;pomtcag;pohtcag;potpau;pompau;pohpau;pomtot;pohtot;pottot;pompsfr1;pohpsfr2;pompsfr3;pohpsfr4;pompsfr5;pohpsfr6;pomperm1;pohperm2;pomperm3;pohperm4;pomperm5;pohperm6;pomtcde1;pohtcde2;pomtcde3;pohtcde4;pomtcde5;pohtcde6;pomtcag1;pohtcag2;pomtcag3;pohtcag4;pomtcag5;pohtcag6;pomtdhc;pohtdhc;pomtmad;pohtmad;pompau1;pohpau2;pomtot1;pohtot2;pomtot3;pohtot4;pomtot5;pohtot6;ththca;thtmas;gppsi;gpper;gpppsp;gpppst;gsppt;gppcpo;gppano;gppavo;gpppta;gppgpn;gpptpot;ocgrps;gmesetot;gsptot;ocgrc;ocgid;occree;ocgoi;ocgpc;ocgog;ocgtg;ocgamc;ocgtgno;gouts;ocgsv;ocgee;ocgar;ocgca;ocgse;ocgsp;ocgco;ocgfa;ocgpp;ocgnr;ocggv;ocgct;ocggr;ocgup;ocgcl;ocgusi;ocgspe;ocgsgn;gppsied1;gppsied2;gppsied3;gppered1;gppered2;gppered3;gpppsp1;gpppsp2;gpppsp3;gpppsted1;gpppsted2;gpppsted3;gppcpoed1;gppcpoed2;gppcpoed3;gppanoed1;gppanoed2;gppanoed3;gppavoed1;gppavoed2;gppavoed3;gppdocen;gppgpaed1;gppmoni;gppgpned1;gppgpned2;gppgpned3;gpptpoted1;gpptpoted2;gpptpoted3;opcomex
14171;Q;86;2018;18404473;0;74403;14926891;14602921;109627;179;178;0;3238351;3312754;0;0;74403;824953;0;0;1483011;4795765;18404473;3801552;4905392;1982;0;0;18404473;1;1;0;171;145;26;0;0;0;0;0;0;0;0;7;7;0;153;26;179;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;3238351;824953;0;0;520148;137910;0;0;109627;4905392;11960610;0;226928;0;2896;0;106431;190245;0;2957;0;0;0;138820;0;342981;12611;91201;18374;42552;0;117069;939140;32039;0;191129;60079;9080;53206;386975;1568;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
14172;M1;70;2018;7417141;0;0;4053062;2643626;203795;65;65;0;1898039;1898039;0;0;0;450067;0;0;930046;2828085;6114506;3470880;3031880;2005;3234532;0;4182609;0;0;0;65;10;55;0;0;0;0;0;0;0;0;0;0;0;10;55;65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1898039;450067;0;0;329907;97079;52993;0;203795;3031880;1601361;1302635;91603;89671;70292;0;27812;0;0;172327;0;0;0;4313;210;199702;0;66996;3062;47395;85742;6704;39879;145880;0;155;20411;21927;30998;23987;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
14173;I1;55;2018;17508824;12;75000;7659145;6909784;252902;170;170;0;1464351;2694447;1155096;0;75000;444876;316000;0;1202094;3896541;17508824;10599040;4149443;2007;0;5684561;11824263;0;0;0;93;75;18;69;45;24;0;0;0;10;2;8;6;2;136;46;182;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;237650;1297996;373581;0;0;338495;102723;0;110183;252902;4149443;1496612;0;553164;0;139033;0;562350;0;0;1970467;0;0;0;115599;118841;0;11286;48351;183073;80687;30799;284087;233795;29791;632235;96056;0;0;101349;785532;75855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
14174;H1;52;2018;15912496;1;102872;2026236;1776108;414942;302;302;0;6296373;6399245;0;0;102872;1782642;0;0;3044685;9443930;15912496;14136388;9858872;2006;0;0;15912496;0;0;0;292;133;159;0;0;0;0;0;0;1;0;10;8;2;142;161;303;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;303815;6083702;1691497;0;0;942219;291804;28020;37044;414942;9858871;0;0;80207;0;120016;0;93145;20211;0;147944;0;0;0;0;23051;455380;23080;52725;3017;180583;1848;844;334341;33988;117258;1164;151796;8257;71029;69308;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
14175;M1;70;2018;130421413;13;328223;52883527;37540428;1783000;658;658;0;39861391;40381255;191641;0;328223;24448188;85440;0;34640658;75021913;130421413;92880985;76804913;2006;0;0;130421413;0;0;0;617;306;311;5;4;1;0;0;0;8;5;36;24;12;342;329;671;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22727623;23952055;17629901;0;0;7440822;2666208;0;663095;1783000;76804913;0;0;23569124;0;240386;0;14985675;0;0;1548632;0;0;1721483;454839;1047576;2013309;319663;518991;22430;2649535;86176;0;0;2750741;0;10189;89168;16507;6310;168159;1539;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
14176;I1;55;2018;11366747;14;25457;6585002;6022405;39164;54;54;0;1066710;1092167;0;0;25457;241088;0;0;445127;1537294;11366747;5344342;1576458;2007;0;174209;11192538;0;0;0;52;25;27;0;0;0;0;0;0;8;6;2;1;1;34;34;68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1066710;241088;0;0;154187;49852;0;181827;39164;1576458;1150686;0;104502;2381717;286518;0;220776;33224;0;263157;0;0;17889;179355;1000;14590;16781;53340;167081;99707;18112;104177;182762;13937;522747;12068;31324;0;32386;468971;26368;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
14177;P;85;2018;36086209;0;225366;8542781;6768918;186650;621;621;;0;12502162;12276796;0;225366;0;3036698;0;7679061;20181223;35512197;28743279;20367873;1983;629626;5177850;30278733;0;0;0;0;0;0;569;329;240;;;;0;0;30;21;9;357;264;621;0;0;0;0;0;0;0;0;0;0;0;0;247;135;78;100;8;10;0;0;0;0;0;0;5;11;2;4;21;9;268;144;78;100;8;10;38784;16200;0;0;0;0;0;3434142;1208221;0;0;186650;25319273;505828;574012;1467715;442489;314440;0;743400;98042;0;1165759;0;0;0;447923;11014;148021;274099;295030;61245;154602;32595;220847;434320;445482;0;44885;183287;28322;68558;375029;5837;0;0;0;0;0;0;0;0;0;0;0;0;1310051;2014958;109133;434960;724933;48328;0;0;0;4907355;225366;44045;170527;13115;3008;7846749;11794105;727019;4
14178;J4;62;2018;27898593;0;115571;3598385;3080721;327012;351;351;0;15111471;15227042;0;0;115571;3706348;0;0;6122317;21349359;27898593;24817872;21676371;2000;0;270259;27628334;0;0;0;337;113;224;0;0;0;0;0;0;0;0;14;6;8;119;232;351;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1235500;14246621;3335698;0;0;1808956;607013;0;0;327012;21676371;0;0;500565;0;310862;0;180740;0;0;1078877;0;0;0;92317;18110;513159;57013;57165;12141;71597;1898;54537;307890;99874;0;82421;24933;8180;2885;123221;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
14179;I2;56;2018;7866776;15;24776;5162660;5021165;89510;100;100;0;191355;981549;765418;0;24776;45035;180142;0;383383;1364932;7866776;2845611;1454442;2006;0;183342;7683434;0;0;0;19;17;2;78;46;32;0;0;0;10;5;3;3;0;76;39;115;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;191355;45035;0;0;119326;38880;0;101492;89510;1454442;3761197;0;143579;0;69995;0;61249;0;0;417521;0;0;0;86869;154075;0;1598;33152;37516;25289;11064;66366;6658;0;0;0;5633;0;0;113476;65931;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
14180;LN1;77;2018;6092429;0;22513;3298269;3185297;65277;75;75;0;1697256;1719769;0;0;22513;522919;0;0;894638;2614407;6092429;2907132;2679684;1988;0;100530;5991899;0;0;0;72;14;58;0;0;0;0;0;0;0;0;3;2;1;16;59;75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1003746;994634;221795;0;0;274777;96942;0;0;65277;2679684;2638673;0;90974;0;35184;0;5678;67507;0;80564;0;0;0;10241;0;0;533;59815;5890;40694;2042;0;84662;23677;0;97872;10671;6773;16519;20300;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
14182;H1;52;2018;12268300;0;7057;841585;762293;580632;502;502;0;6687427;6694484;0;0;7057;1063344;0;0;3046879;9741363;12268300;11506007;10321995;2001;0;0;12268300;0;0;0;501;12;489;0;0;0;0;0;0;0;0;1;1;0;13;489;502;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;6687427;1063344;0;0;2146507;660896;0;0;580632;11145863;0;0;48083;0;22403;0;49675;0;0;108012;0;0;0;392;85646;33991;3809;54046;286;33841;25914;530;59114;91256;0;0;12699;0;209731;2157;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
14183;I1;55;2018;999973;0;4414;507068;478020;19604;24;24;0;0;298199;293785;0;4414;0;74506;0;128346;426545;999973;521953;446149;2006;0;0;999973;0;0;0;0;0;0;23;16;7;0;0;0;0;0;1;1;0;17;7;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;41122;12106;612;0;19604;446149;135961;0;19360;1448;17319;0;8484;0;0;60012;0;0;0;1689;0;0;0;0;60083;12888;51;2848;68281;0;0;0;1390;1129;3614;50538;61973;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
14184;N3;81;2018;14135090;0;0;13896544;13792837;3220;6;6;0;62943;62943;0;0;0;13815;0;0;28356;91299;14135090;342253;94519;1996;0;0;14135090;0;0;0;6;2;4;0;0;0;0;0;0;0;0;0;0;0;2;4;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;62943;13815;0;0;10109;4432;0;0;3220;94519;13696442;0;37890;0;1082;0;102034;0;0;27568;0;0;0;2720;0;0;1347;12603;2541;6478;33;0;0;0;0;0;284;50;0;5472;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
14185;M1;71;2018;4512085;0;26866;1236555;1188418;54578;72;72;0;0;1103926;1077060;0;26866;0;248157;0;447516;1551442;4512085;3323667;1606020;2000;0;46730;4465355;0;0;0;0;0;0;69;41;28;0;0;0;0;0;3;3;0;44;28;72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;170048;29311;0;0;54578;1606020;0;0;139661;0;37544;0;0;0;0;59933;0;0;0;72166;8419;407656;10265;5276;816;76701;59;84360;86604;507;148024;0;31162;3252;25350;38800;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
14186;M1;70;2018;99105276;2;584074;13985221;12324658;4719917;1654;1654;0;48678673;49741259;478512;0;584074;17622509;162100;0;28506398;78247657;99105276;86780618;82967574;1996;0;156629;98948647;0;0;0;1590;1115;475;21;14;7;0;0;0;1;1;43;30;13;1160;496;1656;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2180850;47152078;16968254;0;0;7739631;2131831;850327;85018;4719917;82967574;0;0;3169906;827663;1170951;0;413608;0;0;152327;0;0;717645;170805;1314;627223;13663;104672;9235;209073;792227;43881;1033015;2896231;0;247327;854219;0;354262;90956;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
14187;N3;78;2018;48439983;0;8884;567031;303145;52068;2982;2980;2959;527498;33210396;0;32674014;8884;116344;0;10891338;11194952;44405348;48439983;48136838;44457416;1999;0;0;48439983;2;1;1;20;14;6;0;0;0;2959;1030;1929;0;0;1;0;1;1045;1937;2982;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;527498;116344;0;0;152974;34287;0;0;104135;44509474;0;0;38383;0;34542;0;226670;0;0;0;0;0;0;0;21072;57990;18184;49315;4066;25855;1822;1221;54191;0;0;0;10947;0;0;22773;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
14189;N3;78;2018;7599658;0;0;255290;211807;192982;489;489;482;146202;4898637;0;4752435;0;26172;0;872607;1728354;6626991;7599658;7387851;6819973;2004;0;0;7599658;0;0;0;7;6;1;0;0;0;482;407;75;0;0;0;0;0;413;76;489;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;146202;26172;0;0;629380;200195;0;0;385963;7012954;0;0;101873;0;720;0;41653;0;0;9177;0;0;0;2062;12714;0;1243;16885;2113;8666;1847;1842;9831;0;0;10281;2897;15912;11645;3929;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
14190;LN1;68;2018;9892267;0;36215;3970541;3382792;429772;152;152;0;3162683;3198898;0;0;36215;961807;0;0;1581051;4779949;9892267;6509475;5209721;1958;0;0;9892267;0;0;0;148;90;58;0;0;0;0;0;0;0;0;4;3;1;93;59;152;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;497516;2814422;812552;0;0;463606;155638;0;0;429772;5209721;0;0;455542;0;119508;0;433612;5061;0;102429;0;0;0;0;31560;625415;131676;1178661;5201;162676;31887;156271;123216;104197;22533;60958;109322;0;53834;56982;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
14191;Q;86;2018;11434290;0;28125;9936041;8599964;0;75;75;0;1093778;2264176;1142273;0;28125;238772;249358;0;1385320;3649496;11100122;2500158;3649496;1997;1220123;843794;9370373;0;0;0;34;23;11;39;26;13;0;0;0;0;0;2;1;1;50;25;75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1093778;238772;0;0;695945;201245;0;0;0;3649496;7579143;334168;219462;57975;129081;0;865319;0;0;0;0;0;0;100727;72;0;16800;16244;13075;29386;24686;0;51094;63002;0;2320;19099;238;16852;391673;5625;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
14192;M1;70;2018;5586742;0;19125;1752286;1656706;120198;116;116;0;2168166;2187291;0;0;19125;503870;0;0;933781;3121072;5586742;3930036;3241270;1978;0;463028;5123714;0;0;0;113;56;57;0;0;0;0;0;0;0;0;3;1;2;57;59;116;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2168166;503870;0;0;326247;103664;0;0;120198;3241270;0;0;230211;0;49677;0;31494;0;0;303938;0;0;0;21443;0;211570;46756;40393;9696;93010;452711;11200;32100;76522;10036;2457;41332;6448;10649;69308;1335;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
14194;LN1;68;2018;3964352;15;0;3342288;3257876;0;3;0;0;0;0;0;0;0;0;0;0;0;0;3964352;706476;0;1985;0;0;3964352;3;2;1;0;0;0;0;0;0;0;0;0;6;9;0;0;0;8;10;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;594579;0;0;0;0;24399;0;941;0;23054;33761;0;586967;0;0;0;956119;0;0;0;68672;130676;12866;0;0;487051;0;0;0;0;0;0;423203;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
14195;LN1;68;2018;4012329;0;9375;3428330;3358832;60840;31;31;0;545907;555282;0;0;9375;159636;0;0;319377;874659;4012329;653497;935499;1986;0;0;4012329;0;0;0;29;8;21;0;0;0;0;0;0;0;0;2;0;2;8;23;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;123668;459339;122536;0;0;127695;51772;0;0;60840;955225;0;0;108856;5469;12000;0;24725;0;0;114830;0;0;0;1498723;0;0;5420;71055;177187;14794;0;402054;756275;0;0;1834;4944;0;17400;212764;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
14196;Q;86;2018;119003590;0;293655;64898406;63556215;1658737;769;769;0;27716707;31697227;3686865;0;293655;7579984;998120;0;19038029;50735256;119003590;55447375;52393993;1971;0;472519;118531071;0;0;0;653;522;131;84;58;26;0;0;0;0;0;32;27;5;607;162;769;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;691684;27232528;7372479;0;0;7524199;2935726;0;0;1658737;52393993;54321482;0;743758;0;15949;0;1027312;213163;0;487363;0;0;0;706194;131986;0;22966;603596;236321;436757;17560;107577;2478771;41655;0;4544;1734195;10359;106142;1078014;372742;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
14201;I1;55;2018;2661453;2;18750;1520388;1406212;42341;51;51;0;431836;700360;249774;0;18750;240578;132820;0;549651;1250011;2661453;1255241;1292352;2006;0;0;2661453;0;0;0;30;18;12;19;13;6;0;0;0;1;1;2;1;1;33;20;53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;431836;240578;0;0;148640;27613;0;49572;42341;1292352;712226;0;51518;2589;11918;0;96295;0;0;3507;0;0;0;0;0;0;18192;60974;42469;34659;25374;19231;104658;3708;70028;14990;9854;6600;11639;126877;43510;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
14202;I2;56;2018;9682077;0;9036;4120132;3782371;309221;136;134;0;1526617;1535653;0;0;9036;363531;0;0;655872;2191525;9682077;5899706;2500746;2011;0;0;9682077;2;1;1;126;81;45;0;0;0;0;0;0;0;0;8;2;6;84;52;136;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1526617;363531;0;0;219928;64186;8227;0;309221;2500746;1140474;0;604790;2372;111892;0;194415;10901;0;609408;0;0;0;0;32367;757105;0;11002;27689;41360;63716;60098;79344;117911;11492;0;32870;1386;39693;128272;41575;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
14203;I2;56;2018;29612935;6;0;21949692;21432972;938388;260;260;0;3768791;3923340;154549;0;0;1054194;36946;0;1870422;5793762;29590440;8157468;6732150;2006;264644;0;29348291;0;0;0;251;133;118;9;6;3;0;0;0;4;2;0;0;0;143;123;266;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;800229;3208631;814125;0;0;590245;189037;0;120374;938388;6732150;11809770;22495;161176;0;271126;0;128739;0;0;980553;0;0;0;11545;0;3740681;409333;85481;75072;45966;133628;1592854;322812;161010;396153;14351;80119;1208;0;1078006;307240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
14204;I2;56;2018;2320527;0;27886;1596902;1521391;6138;39;39;0;584731;612617;0;0;27886;127647;0;0;235990;848607;2320527;799136;854745;2006;0;0;2320527;0;0;0;36;13;23;0;0;0;0;0;0;0;0;3;2;1;15;24;39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;584731;127647;0;0;76426;31917;0;0;6138;854745;679844;0;139732;6698;34497;0;34116;0;0;101406;0;0;12209;6266;198683;16108;6166;42463;10315;18604;22453;24502;57546;879;50112;8838;8905;6737;4980;84384;20459;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
14205;I2;56;2018;10549975;14;28437;7274336;7173708;127361;106;106;0;380739;1476202;1067026;0;28437;86594;234793;0;555106;2031308;10549975;3376267;2158669;2009;0;0;10549975;0;0;0;17;12;5;85;54;31;0;0;0;6;8;4;4;0;76;44;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;380739;86594;0;0;172903;60816;0;219998;127361;2158669;5641335;0;92797;0;42557;0;45752;0;0;218228;0;0;0;27748;36119;227960;10718;42081;51038;26602;178902;378;165489;0;0;17089;15582;43740;38569;73500;58154;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
14206;I2;56;2018;67531311;0;94571;38524555;37109757;453493;606;606;0;562725;8025738;7368442;0;94571;150373;1753554;0;3635117;11660855;66847587;29737830;12114348;2007;683724;294895;66552692;0;0;0;10;8;2;584;237;347;0;0;0;0;0;12;8;4;253;353;606;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;562725;150373;0;0;1378298;352892;0;0;453493;12114348;11194834;683724;199436;4225646;505943;0;8062;0;0;7053589;0;0;0;201660;4236;5543196;107191;80256;103798;111209;886740;1248910;1249655;147411;10797;4673;109153;34956;795616;1028704;2985160;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
14207;I2;56;2018;8156660;0;20781;6538110;4918819;107588;88;87;0;0;1050168;1029387;0;20781;0;231703;0;417576;1467744;6676456;1757637;1575332;2012;1796167;0;6360493;1;1;0;0;0;0;84;34;50;0;0;0;0;0;3;3;0;38;50;88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;143444;42429;0;0;107588;1575332;3967517;1480204;77908;9395;113129;0;17231;0;0;136644;0;0;0;0;0;184874;0;0;58491;3958;107785;3406;122072;222;0;11461;5406;4836;15445;141826;76300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
14208;I1;55;2018;1450747;9;0;757152;682128;9838;13;13;0;322954;322954;0;0;0;74541;0;0;130887;453841;1450747;768619;463679;2008;0;206591;1244156;0;0;0;13;4;9;0;0;0;0;0;0;5;4;0;0;0;9;13;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;322954;74541;0;0;43120;13226;0;173878;9838;463679;127649;0;19314;1042;21680;0;49705;0;0;77285;0;0;0;1500;0;18699;5148;11077;22854;29169;28;3142;25093;639;93370;505;5556;2815;4474;59305;3225;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
14209;I1;55;2018;1606038;0;0;863286;553748;20622;16;16;0;216360;216360;0;0;0;49381;0;0;83397;299757;1606038;1052290;320379;2006;0;352354;1253684;0;0;0;16;9;7;0;0;0;0;0;0;0;0;0;0;0;9;7;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;216360;49381;0;0;26107;7909;0;0;20622;320379;131391;0;49189;3306;23370;0;133295;149137;0;0;0;0;0;0;0;0;0;31286;49599;6145;17199;0;66130;378;114071;0;3340;0;4877;73172;7401;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
17808;I2;56;2018;4479750;0;0;2588441;2549478;53555;72;72;0;799246;799246;0;0;0;224211;0;0;349422;1148668;4479750;1930272;1202223;2008;0;55241;4424509;0;0;0;72;32;40;0;0;0;0;0;0;0;0;0;0;0;32;40;72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;799246;224211;0;0;92555;32656;0;0;53555;1202223;1643147;0;13521;0;148;0;29797;0;0;6059;0;0;0;1453;679272;0;0;38874;15536;5099;3155;11672;15063;0;0;0;15942;0;3172;79200;27331;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
14210;M1;69;2018;6888102;0;9375;4395222;4350942;20341;31;31;0;915179;924554;0;0;9375;193552;0;0;430843;1355397;6888102;2537160;1375738;2005;0;0;6888102;0;0;0;30;19;11;0;0;0;0;0;0;0;0;1;0;1;19;12;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;915179;193552;0;0;218727;56287;0;0;20341;1413461;0;0;2853391;0;0;0;29153;0;0;48822;0;0;0;31293;45636;131680;920406;6986;6006;24583;20596;0;89289;0;0;39417;120104;0;194;27666;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
14211;LN1;68;2018;16624189;0;14424;15901926;15547543;61834;59;59;0;1818123;1832547;0;0;14424;591373;0;0;1121230;2953777;16624189;1076646;3015611;1977;0;20740;16603449;0;0;0;57;36;21;0;0;0;0;0;0;0;0;2;2;0;38;21;59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1818123;591373;0;0;406566;170269;0;0;61834;3062589;0;0;503207;13931;45173;0;50288;107100;0;172248;0;0;0;3878748;582385;184377;124539;258067;408937;72878;34608;3910779;4169851;28719;0;42430;26306;1133;39326;1246803;93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
14212;Q;86;2018;23117446;0;41167;13557048;12909458;493189;143;143;0;3998180;4039347;0;0;41167;1372582;0;0;2353421;6392768;23117446;10207988;6885957;2006;0;525113;22592333;0;0;0;136;109;27;0;0;0;0;0;0;0;0;7;5;2;114;29;143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1848110;2704503;818149;0;0;743883;236956;0;0;493189;6885957;11930085;0;367202;0;12123;0;150547;479217;0;0;0;0;47569;3213;8620;67392;31732;48570;2186;10075;2520;110440;94402;1195;93948;6073;14821;0;61779;13339;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
16638;Q;86;2018;4128041;0;6919;2110734;1767495;39012;41;41;0;581026;587945;0;0;6919;158551;0;0;272970;860915;4128041;2360546;899927;2007;0;0;4128041;0;0;0;40;26;14;0;0;0;0;0;0;0;0;1;1;0;27;14;41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;581026;158551;0;0;90501;23918;0;0;39012;899927;1431081;0;21308;0;1217;0;336399;2440;0;23393;0;0;0;30838;0;70483;0;1474;2979;22295;43653;115;32824;1982;0;6693;21960;0;12982;46618;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
14213;N3;80;2018;3925022;0;0;301642;275434;77979;229;229;0;2295330;2295330;0;0;0;542918;0;0;1107600;3402930;3925022;3649588;3480909;2010;0;0;3925022;0;0;0;229;20;209;0;0;0;0;0;0;0;0;0;0;0;20;209;229;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2295330;542918;0;0;424740;139942;0;0;155958;3558888;10546;0;21868;0;2117;0;21636;0;0;0;0;0;0;0;784;61200;8271;2999;1679;16377;0;8355;0;7168;0;38050;10517;8308;76676;5014;77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
14214;N3;81;2018;;;;;;;;;;;;;;;;;;0;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
14215;N3;78;2018;3097502;0;0;126215;120595;0;91;91;90;36000;892241;0;856241;0;7859;0;243180;595316;1487557;3097502;2976907;1487557;1995;0;0;3097502;0;0;0;1;1;0;0;0;0;90;0;90;0;0;0;0;0;1;90;91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;36000;7859;0;0;264954;79323;0;0;0;1487557;0;0;79172;0;1756;0;3446;0;0;0;0;0;0;0;0;7613;469;158;0;2272;5133;0;0;0;0;0;903;0;25293;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
14216;J3;61;2018;;;;;;;;;;;;;;;;;;0;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
14217;S;96;2018;9328526;0;23646;4412656;3970723;335904;90;90;0;1969687;2004270;10937;0;23646;751585;4608;0;1454553;3458823;9068386;5097663;3794727;2000;2001074;0;7327452;0;0;0;86;37;49;1;1;0;0;0;0;0;0;3;2;1;40;50;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1969687;751585;0;0;492006;206354;0;0;335904;3794727;2639673;260140;103952;0;132577;0;36862;0;0;238229;0;0;4049;1114;5387;0;106148;98757;48556;44681;5713;191304;128391;17255;61380;59687;47604;28595;103359;49243;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
